
Naive Bayes Classifier

                Class
Attribute           A      C      D      E      F      G      H      L      P      R
                  (0)    (0) (0.12) (0.12)  (0.1) (0.15) (0.12) (0.07) (0.15) (0.17)
=====================================================================================
OBJNUM
  48.51            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    6.0    7.0
  48.55            1.0    1.0    1.0   11.0    9.0    1.0    1.0    1.0    1.0    1.0
  48.6             1.0    1.0   16.0   11.0    1.0    1.0    1.0    1.0    1.0    1.0
  48.7             1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    1.0
  48.75            1.0    1.0    1.0    1.0    1.0   11.0    6.0    1.0    7.0    8.0
  48.76            1.0    1.0    1.0    1.0    5.0    1.0    6.0    4.0    1.0   17.0
  48.8             1.0    1.0    1.0   11.0    5.0   12.0    1.0    4.0    1.0    1.0
  48.83            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  48.84            1.0    1.0    1.0    6.0    5.0    7.0    6.0    1.0    1.0    9.0
  48.85            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   15.0    1.0
  48.88            1.0    1.0    1.0    1.0    5.0    7.0    1.0    1.0    7.0    1.0
  48.92            1.0    1.0    1.0   16.0   13.0    1.0    1.0    1.0    1.0    1.0
  49.03            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  49.04            1.0    1.0    6.0   16.0    1.0    6.0    1.0    1.0   22.0   40.0
  49.09            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    6.0    9.0
  49.19            1.0    1.0    1.0    1.0    1.0   14.0    1.0    1.0    1.0    1.0
  49.2             1.0    1.0    6.0    6.0    1.0    1.0    1.0    7.0    1.0    8.0
  49.24            1.0    1.0    1.0    1.0    1.0    1.0   16.0    1.0   14.0   13.0
  49.34            1.0    1.0    1.0    1.0    5.0    1.0   11.0    1.0   13.0   20.0
  49.4             1.0    1.0    1.0    6.0    5.0    1.0    1.0    4.0    1.0   21.0
  49.41            1.0    1.0    1.0    1.0    5.0    1.0    1.0    4.0    7.0    1.0
  49.48            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    1.0
  49.5             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  49.52            1.0    1.0    7.0    1.0    1.0   21.0    1.0    4.0    1.0    1.0
  49.58            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  49.65            1.0    1.0    1.0    6.0    5.0   13.0    1.0    1.0    7.0   22.0
  49.66            1.0    1.0    1.0    1.0    1.0    1.0   11.0    1.0   14.0   16.0
  49.68            1.0    1.0    1.0   16.0   21.0    1.0    1.0    7.0    1.0    1.0
  49.73            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  49.74            1.0    1.0    1.0    1.0    5.0    1.0    1.0    4.0    1.0    1.0
  49.77            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   13.0    9.0
  49.82            1.0    1.0    5.0    6.0    5.0    1.0    1.0    1.0    1.0    1.0
  49.93            1.0    1.0    1.0    1.0    1.0   14.0    1.0    1.0    1.0    1.0
  49.98            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0   18.0   29.0
  50               1.0    1.0    1.0   11.0    9.0    1.0    1.0    7.0    7.0    1.0
  50.01            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   17.0
  50.09            1.0    1.0    1.0    1.0    5.0    1.0    1.0    4.0    8.0    9.0
  50.12            1.0    1.0    1.0    1.0    1.0   33.0    6.0    1.0    1.0    1.0
  50.16            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0   15.0
  50.21            1.0    1.0   10.0   11.0    5.0   17.0    1.0    7.0    1.0    1.0
  50.22            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   28.0   15.0
  50.25            1.0    1.0    5.0    6.0    1.0    1.0    1.0    7.0    1.0    1.0
  50.33            1.0    1.0    5.0   16.0    1.0    6.0    6.0    1.0   13.0   30.0
  50.45            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    9.0
  50.48            1.0    1.0    1.0    1.0    1.0    8.0    1.0    4.0    1.0    9.0
  50.54            1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0    1.0
  50.57            1.0    1.0    1.0    1.0    1.0    6.0    1.0    4.0    8.0   24.0
  50.61            1.0    1.0    1.0   11.0    5.0    8.0    1.0    4.0    7.0    1.0
  50.7             1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0   13.0    8.0
  50.77            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    6.0    1.0
  50.8             1.0    1.0    1.0   11.0    1.0    1.0    1.0    1.0    7.0   15.0
  50.92            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   12.0    8.0
  50.93            1.0    1.0    6.0    6.0    1.0    1.0    1.0    7.0    1.0    1.0
  50.96            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    6.0    7.0
  50.99            1.0    1.0    1.0    6.0    1.0   13.0    6.0    4.0   13.0    9.0
  51               1.0    1.0    1.0    1.0    9.0    1.0    1.0    1.0    1.0    1.0
  51.04            1.0    1.0    1.0    6.0    9.0    1.0    1.0    4.0    1.0    1.0
  51.08            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  51.09            1.0    1.0    1.0    6.0    1.0    1.0    1.0    4.0    7.0    8.0
  51.11            1.0    1.0    1.0    1.0    1.0    8.0    1.0    1.0    1.0    1.0
  51.22            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  51.24            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0   22.0
  51.26            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0   15.0
  51.31            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  51.4             1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    1.0    1.0
  51.42            1.0    1.0    1.0    1.0    1.0    1.0   11.0    1.0    1.0    7.0
  51.43            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    8.0
  51.48            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   59.0   37.0
  51.61            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  51.62            1.0    1.0    1.0   16.0   13.0   11.0    1.0    1.0   22.0    1.0
  51.66            1.0    1.0    1.0   11.0    1.0    1.0    1.0    1.0    1.0    1.0
  51.74            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  51.79            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0
  51.86            1.0    1.0    1.0    6.0    5.0    7.0    1.0    1.0    1.0    1.0
  51.87            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   20.0    8.0
  51.88            1.0    1.0    1.0    1.0    1.0   13.0    1.0    4.0    1.0    1.0
  51.89            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  51.92            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   12.0    1.0
  51.97            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0   17.0
  52               1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    8.0    1.0
  52.01            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    8.0    7.0
  52.15            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0   16.0
  52.17            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   14.0    8.0
  52.2             1.0    1.0    1.0    1.0    5.0    8.0   11.0    1.0   15.0   14.0
  52.33            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    8.0    1.0
  52.35            1.0    1.0    1.0    1.0    1.0   13.0    1.0    7.0    1.0    9.0
  52.39            1.0    1.0    1.0    1.0    1.0   21.0    6.0    1.0   14.0   22.0
  52.4             1.0    1.0    7.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  52.43            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    6.0    8.0
  52.48            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0   13.0    1.0
  52.5             1.0    1.0    1.0   11.0    1.0    6.0    6.0    4.0    8.0    9.0
  52.55            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  52.63            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  52.7             1.0    1.0    1.0    6.0    1.0    1.0    1.0    4.0    1.0    1.0
  52.77            1.0    1.0    1.0   11.0    1.0    1.0    6.0    1.0    1.0    1.0
  52.8             1.0    1.0    1.0   11.0    1.0    1.0    1.0    1.0   37.0   44.0
  52.81            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   16.0   14.0
  52.84            1.0    1.0    1.0    1.0    1.0   27.0    1.0    1.0    8.0    9.0
  52.89            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  52.95            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  53               1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0
  53.01            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    7.0
  53.04            1.0    1.0    6.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  53.08            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  53.14            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   15.0
  53.15            1.0    1.0    1.0    6.0    9.0    1.0    1.0    4.0    1.0    8.0
  53.16            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0   36.0
  53.23            1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0   16.0
  53.24            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  53.25            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  53.26            1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    1.0    1.0
  53.31            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   16.0   20.0
  53.34            1.0    1.0    1.0    1.0    1.0    6.0    6.0    1.0    1.0    1.0
  53.41            1.0    1.0    1.0    6.0    1.0    8.0    1.0    1.0    1.0    9.0
  53.45            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  53.49            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   12.0    1.0
  53.54            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  53.6             1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    7.0    1.0
  53.67            1.0    1.0    1.0    1.0    1.0   12.0    6.0    1.0    8.0    8.0
  53.71            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0   13.0    7.0
  53.74            1.0    1.0    1.0    1.0    9.0    7.0    1.0    1.0    1.0    1.0
  53.76            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0   14.0
  53.81            1.0    1.0    1.0   11.0    1.0   15.0    1.0    1.0    1.0    1.0
  53.82            1.0    1.0    1.0    1.0    5.0    8.0    1.0    1.0    1.0    1.0
  53.85            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   13.0    1.0
  54.04            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  54.08            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  54.12            1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    8.0   16.0
  54.13            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0   22.0
  54.2             1.0    1.0    1.0   11.0    1.0    1.0    1.0    1.0    1.0    1.0
  54.23            1.0    1.0    1.0    1.0    1.0   11.0    1.0    1.0    6.0    1.0
  54.34            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    7.0
  54.38            1.0    1.0    1.0    1.0    1.0    7.0    1.0    4.0    1.0    1.0
  54.41            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  54.42            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  54.45            1.0    1.0    5.0    1.0    5.0   14.0    1.0    1.0    1.0    1.0
  54.49            1.0    1.0    1.0    6.0    1.0    1.0    1.0    4.0    1.0    1.0
  54.56            1.0    1.0    1.0    6.0   13.0    1.0    1.0    1.0    8.0   15.0
  54.57            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  54.59            1.0    1.0    1.0    1.0    5.0   20.0    1.0    1.0    1.0    1.0
  54.63            1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0   16.0
  54.64            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    6.0    1.0
  54.67            1.0    1.0    1.0    6.0    5.0   12.0    1.0    1.0    8.0    9.0
  54.71            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0   11.0   15.0
  54.78            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   14.0    1.0
  54.82            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  54.92            1.0    1.0    1.0    6.0    1.0    8.0    1.0    1.0   11.0    1.0
  55               1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    9.0
  55.01            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   15.0    1.0
  55.03            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  55.04            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   20.0   22.0
  55.07            1.0    1.0    1.0    1.0    1.0    7.0    1.0    1.0    1.0    1.0
  55.11            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   16.0
  55.15            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    7.0    8.0
  55.17            1.0    1.0    1.0    6.0    5.0    8.0    1.0    1.0    1.0    1.0
  55.22            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  55.23            1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    7.0    1.0
  55.32            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    7.0    1.0
  55.36            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   18.0    9.0
  55.44            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  55.46            1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0
  55.47            1.0    1.0    1.0    6.0    1.0    7.0    1.0    1.0    1.0   14.0
  55.54            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  55.57            1.0    1.0    1.0    6.0    1.0    8.0    1.0    4.0    1.0    1.0
  55.66            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    7.0
  55.71            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  55.76            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  55.79            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    8.0
  55.8             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  55.87            1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    1.0    1.0
  55.9             1.0    1.0    1.0    1.0    1.0   19.0    1.0    4.0    1.0    1.0
  55.95            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   19.0   23.0
  55.97            1.0    1.0    1.0    6.0    5.0   19.0    1.0    7.0    1.0   21.0
  56.04            1.0    1.0    1.0    6.0    1.0    7.0    1.0    1.0    8.0    8.0
  56.08            1.0    1.0    1.0    1.0    1.0    6.0    1.0    7.0   12.0   42.0
  56.22            1.0    1.0    1.0    1.0    1.0   12.0    1.0    1.0    1.0    1.0
  56.29            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  56.3             1.0    1.0    1.0    1.0    5.0    1.0    1.0    4.0    1.0   13.0
  56.36            1.0    1.0    1.0    1.0    1.0   22.0    6.0    1.0    7.0    1.0
  56.4             1.0    1.0    1.0    1.0    5.0    1.0    1.0    4.0    1.0    1.0
  56.44            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    8.0    1.0
  56.46            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    7.0
  56.59            1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    1.0    1.0
  56.61            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   13.0    9.0
  56.64            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  56.65            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  56.73            1.0    1.0    1.0   16.0    5.0    1.0    1.0    1.0    1.0    1.0
  56.82            1.0    1.0    1.0    1.0    1.0   33.0    1.0    1.0    6.0    1.0
  56.85            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    7.0
  56.86            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  56.89            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  56.92            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  56.94            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    6.0   13.0
  57.01            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0   19.0   14.0
  57.14            1.0    1.0    1.0    1.0    5.0   13.0    1.0    1.0    1.0    1.0
  57.2             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   14.0    1.0
  57.25            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   14.0
  57.27            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   13.0    9.0
  57.28            1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    1.0    8.0
  57.31            1.0    1.0    1.0    6.0    1.0    6.0    1.0    1.0    1.0    1.0
  57.38            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    6.0    1.0
  57.45            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  57.49            1.0    1.0    1.0   11.0    1.0    6.0    1.0    4.0    1.0    1.0
  57.57            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   18.0    1.0
  57.58            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  57.63            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  57.69            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    7.0    1.0
  57.7             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   14.0
  57.72            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    9.0
  57.8             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  57.87            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  57.94            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  57.97            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   17.0
  57.98            1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    1.0    1.0
  58               1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  58.05            1.0    1.0    1.0    6.0   13.0    1.0    1.0    1.0    1.0    1.0
  58.18            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    9.0
  58.19            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  58.24            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  58.25            1.0    1.0    1.0    1.0    9.0    7.0    1.0    1.0    1.0    1.0
  58.31            1.0    1.0    1.0    1.0    1.0   12.0    1.0    1.0    8.0   14.0
  58.52            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    8.0    8.0
  58.6             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   21.0    1.0
  58.69            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    9.0
  58.73            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  58.8             1.0    1.0    1.0    1.0   13.0    1.0    1.0    4.0    1.0    1.0
  58.82            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  58.83            1.0    1.0    1.0    1.0    1.0   17.0    1.0    1.0    1.0    1.0
  58.87            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    9.0
  58.9             1.0    1.0    1.0    1.0    5.0    1.0    1.0    4.0    1.0    1.0
  58.94            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    9.0
  59.03            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0   11.0   14.0
  59.06            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   15.0
  59.08            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    8.0
  59.2             1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    8.0    9.0
  59.24            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    8.0
  59.36            1.0    1.0    1.0    1.0    1.0   13.0    1.0    1.0    1.0    1.0
  59.4             1.0    1.0    1.0    1.0    1.0   13.0    1.0    1.0    1.0    1.0
  59.41            1.0    1.0    1.0   21.0    1.0    1.0    1.0    1.0    7.0    1.0
  59.46            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    9.0
  59.48            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   13.0   37.0
  59.51            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   12.0    1.0
  59.54            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  59.55            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  59.62            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   13.0    9.0
  59.64            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  59.67            1.0    1.0    1.0    1.0    1.0    7.0    1.0    1.0    6.0    1.0
  59.77            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   15.0
  59.81            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  59.82            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    6.0    1.0
  59.91            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   14.0
  59.94            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   13.0    1.0
  60               1.0    1.0    1.0    1.0    1.0   15.0    1.0    1.0    1.0    1.0
  60.01            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   13.0
  60.03            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  60.11            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    1.0
  60.14            1.0    1.0    1.0    1.0    1.0    8.0    1.0    1.0    1.0    1.0
  60.17            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  60.21            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   11.0    1.0
  60.22            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    9.0
  60.31            1.0    1.0    1.0    1.0    1.0    8.0    1.0    4.0    1.0    1.0
  60.41            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  60.42            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   14.0    1.0
  60.46            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    1.0
  60.54            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   13.0    1.0
  60.61            1.0    1.0    1.0    1.0    1.0    8.0    1.0    1.0    1.0    1.0
  60.64            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  60.75            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  60.81            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  60.83            1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0
  60.88            1.0    1.0    1.0   16.0    1.0    1.0    1.0    1.0    1.0    1.0
  60.96            1.0    1.0    1.0    6.0    1.0   11.0    1.0    1.0    1.0    1.0
  61.07            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  61.1             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  61.22            1.0    1.0    1.0    1.0    1.0    7.0    1.0    1.0    1.0    9.0
  61.27            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  61.33            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  61.4             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  61.52            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    1.0
  61.55            1.0    1.0    1.0    1.0    5.0    6.0    1.0    1.0    1.0    1.0
  61.61            1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    7.0    7.0
  61.62            1.0    1.0    1.0    1.0    1.0   15.0    1.0    1.0    1.0    1.0
  61.72            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  61.74            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  61.85            1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    6.0   16.0
  61.98            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  62.01            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  62.03            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  62.13            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  62.17            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   14.0   13.0
  62.2             1.0    1.0    1.0    6.0    5.0    6.0    1.0    1.0    6.0    1.0
  62.23            1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0
  62.24            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  62.29            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  62.37            1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    1.0    1.0
  62.43            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  62.59            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  62.64            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  62.8             1.0    1.0    1.0    1.0    1.0    8.0    1.0    4.0    1.0    1.0
  62.94            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  62.97            1.0    1.0    1.0    1.0    5.0    1.0    1.0    4.0   13.0    8.0
  63.03            1.0    1.0    1.0   11.0    1.0    1.0    1.0    1.0    1.0    1.0
  63.06            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   12.0    1.0
  63.07            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   13.0   15.0
  63.13            1.0    1.0    1.0    1.0    1.0    7.0    1.0    4.0    1.0    8.0
  63.25            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  63.29            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  63.32            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  63.41            1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    8.0    1.0
